,ReviewText,aspects,terms
765,"The flaws are, this computer is not for computer gamers because of the OS X.","['LAPTOP#MISCELLANEOUS', 'OS#MISCELLANEOUS']",
766,Mac is not made for gaming.,['LAPTOP#MISCELLANEOUS'],
767,BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,['SOFTWARE#MISCELLANEOUS'],
768,"Second, it gets scratches easily and when it gets old some thing may operated","['LAPTOP#QUALITY', 'LAPTOP#OPERATION_PERFORMANCE']",
769,Was not happy with one of the programs on it.,['SOFTWARE#GENERAL'],
770,"It was not clear that the Microsoft Student Edition that was loaded on the computer, was a six month trial.",['SOFTWARE#MISCELLANEOUS'],
771,"Also, the extended warranty was a problem.",['WARRANTY#GENERAL'],
772,The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,['WARRANTY#GENERAL'],
773,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.","['LAPTOP#USABILITY', 'DISPLAY#GENERAL', 'LAPTOP#GENERAL']",
774,I finally decided on this laptop because it was the right price for what I need it.,"['LAPTOP#PRICE', 'LAPTOP#GENERAL']",
775,"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",['LAPTOP#DESIGN_FEATURES'],
776,So I'm disappointed in that because communicating with my relatives out of the area is a priority.,['LAPTOP#DESIGN_FEATURES'],
777,I just hope the reputation that Toshiba has is true and I won't have to worry about a crash.,['COMPANY#GENERAL'],
778,I bought this eMachines Notebook PC in January of this year and I am highly dissatisfied with it.,['LAPTOP#GENERAL'],
779,The Internet Explorer was very slow from the very beginning.,['SOFTWARE#OPERATION_PERFORMANCE'],
780,"It freezes, and it always shows that there is an error, so I have to restart it a few times every time I use it.",['SOFTWARE#OPERATION_PERFORMANCE'],
781,I tried to upgrade it to a newer version a couple of months ago and I still have the same problem.,['SOFTWARE#OPERATION_PERFORMANCE'],
782,"Well, I started using Google Chrome, which is a little better, but it freezes too sometimes.",['SOFTWARE#OPERATION_PERFORMANCE'],
783,"This Notebook restarts every time there is a new update, so if you don't save your files and information, everything will be lost.",['LAPTOP#OPERATION_PERFORMANCE'],
784,Another issue I have with it is the battery.,['BATTERY#OPERATION_PERFORMANCE'],
785,Maybe three or four months ago it started blinking all of the sudden.,['BATTERY#OPERATION_PERFORMANCE'],
786,"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.","['BATTERY#OPERATION_PERFORMANCE', 'BATTERY#QUALITY']",
787,"It is not even a year old yet, so I would definitely not recommend it to anyone.","['LAPTOP#QUALITY', 'LAPTOP#GENERAL']",
788,Don't waste your money!,['LAPTOP#GENERAL'],
789,The laptop is gorgeous.,['LAPTOP#GENERAL'],
790,"It is sleek, smooth, and lightweight.","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#OPERATION_PERFORMANCE']",
791,It is easily portable and I take it everywhere I go and might require internet access.,['LAPTOP#PORTABILITY'],
792,The screen is very large and crystal clear with amazing colors and resolution.,"['DISPLAY#DESIGN_FEATURES', 'DISPLAY#QUALITY']",
793,The processor is very quick and effective as I load webpages and applications.,['CPU#OPERATION_PERFORMANCE'],
794,It is quiet and a real joy to watch work.,"['LAPTOP#QUALITY', 'LAPTOP#OPERATION_PERFORMANCE']",
795,I love it and will probably get another one when this goes to the Laptop in the sky!!,['LAPTOP#GENERAL'],
796,Overall this laptop is great.,['LAPTOP#GENERAL'],
797,"It has plenty of memory, lots of hard drive, and great graphics.","['MEMORY#DESIGN_FEATURES', 'HARD_DISC#DESIGN_FEATURES', 'GRAPHICS#GENERAL']",
798,It runs very quiet too which is a plus.,['LAPTOP#QUALITY'],
799,The only bad thing about it is they give you the worst batteries possible.,['BATTERY#OPERATION_PERFORMANCE'],
800,They only stay charged a little over an hour.,['BATTERY#OPERATION_PERFORMANCE'],
801,"Laptops are usually used on the go, so why not give you a better battery?",['BATTERY#OPERATION_PERFORMANCE'],
802,The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,['CPU#OPERATION_PERFORMANCE'],
803,The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#CONNECTIVITY']",
804,It is a cheap throw together.,['LAPTOP#QUALITY'],
805,Save your money and go for a better device.,['LAPTOP#GENERAL'],
806,This laptop is a great price and has a sleek look.,"['LAPTOP#PRICE', 'LAPTOP#DESIGN_FEATURES']",
807,Runs smooth and quick.,['LAPTOP#OPERATION_PERFORMANCE'],
808,"I wish it had a webcam though, then it would be perfect!","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#GENERAL']",
809,I Love my new computer!,['LAPTOP#GENERAL'],
810,Its fast and another thing I like is that it has three USB ports.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#DESIGN_FEATURES']",
811,I love to write and play with graphics and html programming and my new Toshiba works great on both!,['LAPTOP#MISCELLANEOUS'],
812,Thank you for your great product!,"['LAPTOP#GENERAL', 'COMPANY#GENERAL']",
813,Everything about this computer is easy to use.,['LAPTOP#USABILITY'],
814,wonderful features.,['LAPTOP#DESIGN_FEATURES'],
815,The only thing is that the battery won't last more than 1/2 an hour.,['BATTERY#OPERATION_PERFORMANCE'],
816,It discharges too quickly.,['BATTERY#OPERATION_PERFORMANCE'],
817,"Kind of annoying, but I still love the laptop.",['LAPTOP#GENERAL'],
818,It has good speed and plenty of hard drive space.,"['LAPTOP#OPERATION_PERFORMANCE', 'HARD_DISC#DESIGN_FEATURES']",
819,The only downfall is the volume control.,['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE'],
820,The wheel that turns the volume up and down doesn't work in real time.,['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE'],
821,I have to keep turning it until it decides to lower and there is no mute.,"['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', 'MULTIMEDIA_DEVICES#USABILITY', 'MULTIMEDIA_DEVICES#DESIGN_FEATURES']",
822,I bought my macbook a few months ago and it has been my baby ever since.,['LAPTOP#GENERAL'],
823,I love it so much.,['LAPTOP#GENERAL'],
824,"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",['LAPTOP#MISCELLANEOUS'],
825,"The best thing is even while doing almost ten or twenty things at once, it never slows down.",['LAPTOP#OPERATION_PERFORMANCE'],
826,It's just as fast with one program open as it is with sixteen open.,['LAPTOP#OPERATION_PERFORMANCE'],
827,It works exactly like it did the day I took it out of the box.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#QUALITY']",
828,GREAT INVESTMENT!,['LAPTOP#GENERAL'],
829,The price and features more than met my needs.,"['LAPTOP#PRICE', 'LAPTOP#DESIGN_FEATURES']",
830,The feature are good enough for what I need.,['LAPTOP#DESIGN_FEATURES'],
831,I love my macbook pro!,['LAPTOP#GENERAL'],
832,My laptop is almost 2yrs old and I have never had any problems with it.,['LAPTOP#GENERAL'],
833,If you are a PC user looking to convert I would HIGHLY recommend it!,['LAPTOP#MISCELLANEOUS'],
834,It may take a little getting used to but you don't have to worry about viruses or other headaches.,"['LAPTOP#USABILITY', 'LAPTOP#QUALITY']",
835,Not to mention the fact that your mac comes fully loaded with all necessary basic programs.,['LAPTOP#DESIGN_FEATURES'],
836,I am ADDICTED to photo booth!,['SOFTWARE#GENERAL'],
837,It is SO much fun to play with.,['SOFTWARE#GENERAL'],
838,I work with kids and they love making short videos on there.,['SOFTWARE#MISCELLANEOUS'],
839,"I am able to organize my pics, music and files easily.",['SOFTWARE#USABILITY'],
840,If you have any creativity in you do yourself a favor and get a mac!,"['LAPTOP#GENERAL', 'COMPANY#GENERAL']",
841,I love the keyboard.,['KEYBOARD#USABILITY'],
842,The display is awesome.,['DISPLAY#GENERAL'],
843,Only thing I would want to add to this is an internal bluray read/write drive.,['LAPTOP#DESIGN_FEATURES'],
844,But other than that I am blown away by all the features this laptop offers.,['LAPTOP#DESIGN_FEATURES'],
845,I think this computer is super lame.,['LAPTOP#QUALITY'],
846,I dont understand how anyone can think this is a great product worth purchasing.,['LAPTOP#GENERAL'],
847,I decided to get this pile of crap on a whim and totally freaking regret it.,['LAPTOP#QUALITY'],
848,It doesnt work worth a damn.,['LAPTOP#GENERAL'],
849,The display is beyond horrible.,['DISPLAY#GENERAL'],
850,I can not even read what I am writing half of the time.,['DISPLAY#USABILITY'],
851,"There are so many things wrong with this product, it just makes me want to set my self on fire!",['LAPTOP#GENERAL'],
852,I would totally recommend any other laptop over this pile of grabage.,['LAPTOP#QUALITY'],
853,Not to mention it has shit gigs.,['HARD_DISC#DESIGN_FEATURES'],
854,I could not even put my entire music collection on this garabage.,['HARD_DISC#DESIGN_FEATURES'],
855,Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,['HARD_DISC#DESIGN_FEATURES'],
856,"I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.","['LAPTOP#QUALITY', 'MOUSE#OPERATION_PERFORMANCE']",
857,"got another 1, and same issue.",['LAPTOP#QUALITY'],
858,I am taking back today.,['LAPTOP#GENERAL'],
859,Don't waste your money or time.,['LAPTOP#GENERAL'],
860,"Very dissappointed becase I have had toshibas for years, and never a issue.","['LAPTOP#GENERAL', 'COMPANY#GENERAL']",
861,STOPPED BOOTING UP less than a week after my one-year warranty was up.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#QUALITY']",
862,Toshiba knows there is a manufacturing defect but will not acknowledge it.,['SUPPORT#QUALITY'],
863,"Apparently there is a manufacturing defect, something with the amount of thermal paste.",['LAPTOP#QUALITY'],
864,TOSHIBA WILL NOT ACKNOWLEDGE THIS PROBLEM.,['SUPPORT#QUALITY'],
865,"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.","['SUPPORT#QUALITY', 'SUPPORT#PRICE']",
866,I loved the netbook (minus the fact that it was windows OS) until this started happening.,"['OS#GENERAL', 'LAPTOP#GENERAL']",
867,"But if you can't make your product last more than a year, you will not get my business again.","['COMPANY#GENERAL', 'LAPTOP#QUALITY']",
868,I've had my MacBook Pro for three years now and still love it!,['LAPTOP#GENERAL'],
869,"In those three years, I've had a couple of minor problems and both were resolved by Apple quickly and easily.",['SUPPORT#QUALITY'],
870,"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.","['POWER_SUPPLY#QUALITY', 'WARRANTY#GENERAL']",
871,"In the three years I've had my MacBook Pro, I have never had a virus on my computer, and I do a lot of work on the internet.",['LAPTOP#QUALITY'],
872,The iLife software that comes with the computer is so simple to use and produces a great finished product.,"['SOFTWARE#USABILITY', 'LAPTOP#DESIGN_FEATURES']",
873,I highly recommend this product!,['LAPTOP#GENERAL'],
874,Needs constant repair.,['LAPTOP#QUALITY'],
875,First the screen goes completely out.,['DISPLAY#OPERATION_PERFORMANCE'],
876,"Then HP sends it back to me with the hardware screwed up, not able to connect.",['SUPPORT#QUALITY'],
877,"Now the screen is going darker, darker, darker.",['DISPLAY#OPERATION_PERFORMANCE'],
878,HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,"['SUPPORT#QUALITY', 'WARRANTY#PRICE']",
879,"Oh yeah, don't forget the expensive shipping to and from HP.",['SHIPPING#PRICE'],
880,I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand.,"['SHIPPING#PRICE', 'COMPANY#GENERAL']",
881,So far so good with this laptop.,['LAPTOP#GENERAL'],
882,"Fan vents to the side, so no cooling pad needed, great feature!",['FANS_COOLING#DESIGN_FEATURES'],
883,Screen is crystal clear and the system is very responsive.,"['DISPLAY#QUALITY', 'LAPTOP#OPERATION_PERFORMANCE']",
884,Memory is upgradable.,['LAPTOP#USABILITY'],
885,The only thing I would change about it is the mouse keys.,['MOUSE#QUALITY'],
886,They click.,['MOUSE#QUALITY'],
887,"sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!","['MOUSE#QUALITY', 'LAPTOP#GENERAL', 'LAPTOP#PRICE']",
888,I HATE this one.,['LAPTOP#GENERAL'],
889,Vista is a nightmare.,['OS#GENERAL'],
890,No tutorials on the display.,['LAPTOP#MISCELLANEOUS'],
891,The book is useless.,['LAPTOP#MISCELLANEOUS'],
892,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,"['LAPTOP#MISCELLANEOUS', 'LAPTOP#USABILITY']",
893,Thinking about returning it,['LAPTOP#GENERAL'],
894,The Macbook is a fantastic laptop.,['LAPTOP#GENERAL'],
895,You will love this macbook if you choose to buy it.,['LAPTOP#GENERAL'],
896,The macbook rarely requires a hard reboot.,['LAPTOP#OPERATION_PERFORMANCE'],
897,It just works flawlessly!,['LAPTOP#OPERATION_PERFORMANCE'],
898,Its hard to encounter a problem on a mac that would require such abrupt action.,['LAPTOP#GENERAL'],
899,"I honestly love my mac, thats why I am a self proclaimed mac addict.","['LAPTOP#GENERAL', 'COMPANY#GENERAL']",
900,This was purchased for my daughter and I was pleasantly surprised.,['LAPTOP#GENERAL'],
901,It had the full sized touch pad with 2 buttons instead of just one.,['MOUSE#DESIGN_FEATURES'],
902,It made the computer much easier to use and navigate.,['LAPTOP#USABILITY'],
903,Keyboard was also very nice and had a solid feel.,"['KEYBOARD#GENERAL', 'KEYBOARD#QUALITY']",
904,This system came loaded with Windows 7 Starter.,['OS#GENERAL'],
905,"So far, so good.",['LAPTOP#GENERAL'],
906,"When I got this laptop in 2007 to help me with school, I had a hard time from beginning.",['LAPTOP#GENERAL'],
907,"I feel that it was poorly put together, because once in a while different plastic pieces would come off of it.",['LAPTOP#QUALITY'],
908,Quite simply this is the best laptop I have ever owned.,['LAPTOP#GENERAL'],
909,"For me, five stars is not enough.",['LAPTOP#GENERAL'],
910,"I love the 15"" MacBook Pro.",['LAPTOP#GENERAL'],
911,"My parents bought it for me as a graduation gift, and i'm totally (almost kind of maybe definitely) obsessed with it.",['LAPTOP#GENERAL'],
